"Nombre del solicitante","Rut del solicitante","Correo","Título de la necesidad","Descripción de la necesidad","Categoría","Tipo de entidad","Comuna","Palabras Clave","Objetivos de Desarrollo Sostenible","Imagen"
"Sofía Rodríguez","180730840-8","sofíarodríguez@correo.com","Exploración como Brindando Asistencia Necesaria","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Desarrollo","Multinacional","Collipulli","Inclusión*Agua*Sueños","FIN DE LA POBREZA*CIUDADES Y COMUNIDADES SOSTENIBLES*HAMBRE CERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Juan Pérez","682577776-8","juanpérez@correo.com","Armonía y Soluciones para Situaciones Inmediatas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Salud","Local","Ercilla","Colaboración*Felicidad*Sonrisa","VIDA DE ECOSISTEMAS TERRESTRES*VIDA SUBMARINA*INDUSTRIA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Hernández","908902181-3","diegohernández@correo.com","Exploración y Resolviendo Problemáticas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Religiosa","Victoria","Pasión*Sueños*Futuro","FIN DE LA POBREZA*AGUA Y SANEAMIENTO*CIUDADES Y COMUNIDADES SOSTENIBLES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis González","527444598-5","luisgonzález@correo.com","Trabajo en Abordando Necesidades Esenciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Sociedad Anónima","Loncoche","Servicio*Creatividad*Relaciones","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*REDUCCIÓN DE LAS DESIGUALDADES*SALUD Y BIENESTAR","https://sivi.ufro.cl/img/home/bloque_fc.png"
"María García","494089325-8","maríagarcía@correo.com","Armonía y Resolviendo Problemáticas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Educación","Tecnológica","Saavedra","Liderazgo*Generosidad*Propósito","CIUDADES Y COMUNIDADES SOSTENIBLES*VIDA SUBMARINA*PAZ","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Sofía Rodríguez","257129903-3","sofíarodríguez@correo.com","Libertad en Cobriendo Carencias Emergentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Local","Teodoro Schmidt","Felicidad*Innovación*Crecimiento","INDUSTRIA*ALIANZAS PARA LOGRAR LOS OBJETIVOS*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Michael Roudergue","578594785-0","michaelroudergue@correo.com","Apoyo en Situaciones de Agua Escasa","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Cooperativa","Lautaro","Generosidad*Emprendimiento*Humildad","SALUD Y BIENESTAR*PAZ*HAMBRE CERO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","657922195-5","jorgegonzález@correo.com","Viaje en Brindando Asistencia en Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Desarrollo","Pública","Lumaco","Dedicación*Cooperación*Éxito","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*REDUCCIÓN DE LAS DESIGUALDADES*VIDA DE ECOSISTEMAS TERRESTRES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Andrés Martínez","560475494-6","andrésmartínez@correo.com","Exploración en Enfrentando Obstáculos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Colectiva","Padre las Casas","Empoderamiento*Innovación*Confianza","FIN DE LA POBREZA*HAMBRE CERO*ALIANZAS PARA LOGRAR LOS OBJETIVOS","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Luis González","377443182-8","luisgonzález@correo.com","Trabajo en Satisfacción de Carencias Inaplazables","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Comanditaria","Saavedra","Sonrisa*Meditación*Conocimiento","TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO*EDUCACIÓN DE CALIDAD*VIDA DE ECOSISTEMAS TERRESTRES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Michael Roudergue","122347512-8","michaelroudergue@correo.com","Creatividad en la Libertad: Abordando Requerimientos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Transnacional","Nueva Imperial","Servicio*Compañerismo*Transformación","AGUA Y SANEAMIENTO*VIDA DE ECOSISTEMAS TERRESTRES*ENERGÍA ASEQUIBLE Y NO CONTAMINANTE","https://sivi.ufro.cl/img/home/bloque_fc.png"
"María García","77679068-6","maríagarcía@correo.com","Trabajo y Apoyo en Situaciones Críticas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Salud","Colectiva","Lautaro","Educación*Optimismo*Abundancia","IGUALDAD DE GÉNERO*CIUDADES Y COMUNIDADES SOSTENIBLES*ACCIÓN POR EL CLIMA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Sofía Rodríguez","925185427-5","sofíarodríguez@correo.com","Familia y Comunidad: Afrontando Desafíos Cotidianos","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Pública","Traiguén","Comunidad*Confianza*Admiración","PAZ*ACCIÓN POR EL CLIMA*TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Michael Roudergue","522933449-4","michaelroudergue@correo.com","Viaje en Ayuda en Casos Fundamentales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Tecnológica","Collipulli","Sonrisa*Sueños*Cambio","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*FIN DE LA POBREZA*VIDA DE ECOSISTEMAS TERRESTRES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Martínez","962303090-4","diegomartínez@correo.com","Armonía y Cobertura de Requisitos Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Agricultura","Pública","Villarrica","Desarrollo*Sostenibilidad*Autoestima","TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO*VIDA SUBMARINA*EDUCACIÓN DE CALIDAD","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Gabriel Gutierrez","318206650-9","gabrielgutierrez@correo.com","Cultura y Resolviendo Problemáticas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Tecnológica","Curarrehue","Diversidad*Aprendizaje*Valores","HAMBRE CERO*PAZ*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Ana López","199340457-8","analópez@correo.com","Reflejo de la Tecnología en Atendiendo Necesidades Apremiantes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Comanditaria","Pitrufquén","Confianza*Pasión*Valores","FIN DE LA POBREZA*PAZ*EDUCACIÓN DE CALIDAD","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Sofía Rodríguez","331421259-6","sofíarodríguez@correo.com","Libertad y Enfrentando Desafíos en Necesidad","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Nacional","Traiguén","Apreciación*Cambio social*Diversidad","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*ALIANZAS PARA LOGRAR LOS OBJETIVOS*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Jorge González","554094524-0","jorgegonzález@correo.com","Cultura y Apoyo para Necesidades Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Colectiva","Melipeuco","Creatividad*Voluntad*Paz","TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO*IGUALDAD DE GÉNERO*AGUA Y SANEAMIENTO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Andrés Martínez","444245212-0","andrésmartínez@correo.com","Reflejo de la Innovación en Satisfacción de Carencias Inaplazables","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Religiosa","Collipulli","Crecimiento*Admiración*Conocimiento","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*FIN DE LA POBREZA*INDUSTRIA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Ana López","539076819-1","analópez@correo.com","Armonía y Apoyo para Necesidades Cruciales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Desarrollo","Responsabilidad Limitada","Pucón","Voluntariado*Esperanza*Optimismo","EDUCACIÓN DE CALIDAD*CIUDADES Y COMUNIDADES SOSTENIBLES*TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Hernández","390113233-6","diegohernández@correo.com","Cultura y Soluciones para Situaciones Inmediatas","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Tecnología","Transnacional","Nueva Imperial","Resiliencia*Relaciones*Espiritualidad","TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO*VIDA DE ECOSISTEMAS TERRESTRES*FIN DE LA POBREZA","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Matias Villagra","435724188-5","matiasvillagra@correo.com","Libertad en Brindando Respuestas Urgentes","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Medio Ambiente","Colectiva","Vilcún","Innovación*Amor*Admiración","AGUA Y SANEAMIENTO*FIN DE LA POBREZA*PRODUCCIÓN Y CONSUMO RESPONSABLES","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Diego Hernández","721302710-1","diegohernández@correo.com","Exploración en Cobertura de Demandas Vitales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Igualdad","Cooperativa","Los Sauces","Esperanza*Empoderamiento*Servicio","VIDA SUBMARINA*IGUALDAD DE GÉNERO*AGUA Y SANEAMIENTO","https://sivi.ufro.cl/img/home/bloque_fc.png"
"Andrés Martínez","129968274-1","andrésmartínez@correo.com","Cambio climático y Atendiendo Requerimientos Vitales","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duis interdum massa ut ullamcorper euismod. Nunc sed justo et nunc cursus venenatis. Pellentesque accumsan lacus ac purus vestibulum dapibus. Morbi at interdum nisi. Duis finibus pretium augue, in gravida dui ullamcorper vel. Maecenas consectetur ultrices lorem vel placerat. Vestibulum posuere eget magna et pretium. Maecenas tincidunt tortor ut interdum feugiat.","Cultura","Comanditaria","Curarrehue","Generosidad*Confianza*Comunicación","ENERGÍA ASEQUIBLE Y NO CONTAMINANTE*FIN DE LA POBREZA*EDUCACIÓN DE CALIDAD","https://sivi.ufro.cl/img/home/bloque_fc.png"
